"CSquare","VME_index","Uncertainty_score","VME_Class","Uncertainty_Class","VME_Class_Name","Conf_Name"
"7406:381:370:1",5,1,3,"NULL","VME","VME"
"7406:381:370:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:371:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:372:4",2.304540769,0.279508497,0,"0","Low","Low"
"7406:381:373:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:381:373:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:381:374:4",5,1,3,"NULL","VME","VME"
"7406:381:380:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:382:1",5,1,3,"NULL","VME","VME"
"7406:381:383:1",5,1,3,"NULL","VME","VME"
"7406:381:384:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:384:3",5,1,3,"NULL","VME","VME"
"7406:381:390:3",5,1,3,"NULL","VME","VME"
"7406:381:391:1",5,1,3,"NULL","VME","VME"
"7406:381:391:2",5,1,3,"NULL","VME","VME"
"7406:381:393:1",5,1,3,"NULL","VME","VME"
"7406:381:455:1",5,1,3,"NULL","VME","VME"
"7406:381:456:1",5,1,3,"NULL","VME","VME"
"7406:381:456:2",5,1,3,"NULL","VME","VME"
"7406:381:459:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:381:466:3",5,1,3,"NULL","VME","VME"
"7406:381:467:4",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:381:469:4",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:381:475:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:476:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:478:1",5,1,3,"NULL","VME","VME"
"7406:381:478:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:381:478:4",5,1,3,"NULL","VME","VME"
"7406:381:485:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:485:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:487:2",5,1,3,"NULL","VME","VME"
"7406:381:489:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:489:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:489:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:497:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:381:498:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:100:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:101:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:102:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:102:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:104:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:110:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:111:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:111:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:113:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:120:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:121:2",2.48117618,0.773082305,0,"2","Low","High"
"7406:382:121:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:122:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:122:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:123:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:124:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:124:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:130:1",5,1,3,"NULL","VME","VME"
"7406:382:130:2",5,1,3,"NULL","VME","VME"
"7406:382:130:4",5,1,3,"NULL","VME","VME"
"7406:382:131:3",5,1,3,"NULL","VME","VME"
"7406:382:131:4",5,1,3,"NULL","VME","VME"
"7406:382:132:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:134:3",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:382:141:3",5,1,3,"NULL","VME","VME"
"7406:382:142:3",5,1,3,"NULL","VME","VME"
"7406:382:143:1",5,1,3,"NULL","VME","VME"
"7406:382:143:2",5,1,3,"NULL","VME","VME"
"7406:382:144:1",5,1,3,"NULL","VME","VME"
"7406:382:144:4",5,1,3,"NULL","VME","VME"
"7406:382:205:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:205:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:206:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:206:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:207:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:207:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:208:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:209:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:209:4",5,1,3,"NULL","VME","VME"
"7406:382:215:2",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:382:218:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:219:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:225:3",5,1,3,"NULL","VME","VME"
"7406:382:226:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:226:2",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:382:226:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:226:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:227:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:228:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:228:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:229:1",2.504540769,0.279508497,0,"0","Low","Low"
"7406:382:229:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:229:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:235:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:236:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:237:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:238:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:245:1",5,1,3,"NULL","VME","VME"
"7406:382:245:2",5,1,3,"NULL","VME","VME"
"7406:382:245:3",5,1,3,"NULL","VME","VME"
"7406:382:246:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:246:4",5,1,3,"NULL","VME","VME"
"7406:382:247:1",5,1,3,"NULL","VME","VME"
"7406:382:247:2",5,1,3,"NULL","VME","VME"
"7406:382:247:3",5,1,3,"NULL","VME","VME"
"7406:382:247:4",5,1,3,"NULL","VME","VME"
"7406:382:248:1",5,1,3,"NULL","VME","VME"
"7406:382:249:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:382:249:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:249:3",5,1,3,"NULL","VME","VME"
"7406:382:249:4",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:382:351:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:353:4",5,1,3,"NULL","VME","VME"
"7406:382:354:2",5,1,3,"NULL","VME","VME"
"7406:382:354:4",5,1,3,"NULL","VME","VME"
"7406:382:360:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:362:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:362:4",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:382:364:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:370:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:370:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:372:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:372:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:373:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:374:2",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:382:380:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:383:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:384:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:384:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:391:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:391:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:393:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:394:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:456:1",5,1,3,"NULL","VME","VME"
"7406:382:457:2",5,1,3,"NULL","VME","VME"
"7406:382:458:1",5,1,3,"NULL","VME","VME"
"7406:382:458:2",5,1,3,"NULL","VME","VME"
"7406:382:459:4",5,1,3,"NULL","VME","VME"
"7406:382:465:2",5,1,3,"NULL","VME","VME"
"7406:382:466:1",5,1,3,"NULL","VME","VME"
"7406:382:466:2",5,1,3,"NULL","VME","VME"
"7406:382:466:4",5,1,3,"NULL","VME","VME"
"7406:382:467:3",5,1,3,"NULL","VME","VME"
"7406:382:467:4",5,1,3,"NULL","VME","VME"
"7406:382:468:1",5,1,3,"NULL","VME","VME"
"7406:382:468:4",5,1,3,"NULL","VME","VME"
"7406:382:469:2",5,1,3,"NULL","VME","VME"
"7406:382:476:4",5,1,3,"NULL","VME","VME"
"7406:382:477:2",5,1,3,"NULL","VME","VME"
"7406:382:478:3",5,1,3,"NULL","VME","VME"
"7406:382:479:2",5,1,3,"NULL","VME","VME"
"7406:382:479:4",5,1,3,"NULL","VME","VME"
"7406:382:485:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:485:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:487:2",5,1,3,"NULL","VME","VME"
"7406:382:488:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:489:1",5,1,3,"NULL","VME","VME"
"7406:382:495:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:382:496:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:497:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:382:499:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:101:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:101:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:102:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:102:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:103:1",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:103:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:103:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:104:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:110:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:110:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:111:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:111:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:112:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:112:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:114:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:120:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:120:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:121:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:122:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:123:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:123:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:124:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:130:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:130:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:131:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:132:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:132:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:132:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:133:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:133:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:134:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:140:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:140:4",2.504540769,0.279508497,0,"0","Low","Low"
"7406:383:141:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:142:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:142:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:143:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:143:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:144:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:206:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:206:4",2.48117618,0.773082305,0,"2","Low","High"
"7406:383:207:2",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:207:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:209:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:209:2",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:209:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:215:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:216:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:217:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:219:1",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:219:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:219:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:225:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:227:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:227:4",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:228:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:229:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:235:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:235:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:236:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:236:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:237:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:237:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:238:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:239:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:239:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:245:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:245:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:246:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:246:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:247:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:248:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:248:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:249:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:350:1",5,1,3,"NULL","VME","VME"
"7406:383:350:2",5,1,3,"NULL","VME","VME"
"7406:383:350:3",5,1,3,"NULL","VME","VME"
"7406:383:350:4",5,1,3,"NULL","VME","VME"
"7406:383:351:1",5,1,3,"NULL","VME","VME"
"7406:383:351:3",5,1,3,"NULL","VME","VME"
"7406:383:352:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:352:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:353:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:360:1",5,1,3,"NULL","VME","VME"
"7406:383:361:3",5,1,3,"NULL","VME","VME"
"7406:383:361:4",5,1,3,"NULL","VME","VME"
"7406:383:362:3",5,1,3,"NULL","VME","VME"
"7406:383:362:4",5,1,3,"NULL","VME","VME"
"7406:383:363:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:364:4",5,1,3,"NULL","VME","VME"
"7406:383:370:1",5,1,3,"NULL","VME","VME"
"7406:383:370:3",5,1,3,"NULL","VME","VME"
"7406:383:371:1",5,1,3,"NULL","VME","VME"
"7406:383:371:2",5,1,3,"NULL","VME","VME"
"7406:383:371:4",5,1,3,"NULL","VME","VME"
"7406:383:372:1",5,1,3,"NULL","VME","VME"
"7406:383:372:2",5,1,3,"NULL","VME","VME"
"7406:383:372:3",5,1,3,"NULL","VME","VME"
"7406:383:372:4",5,1,3,"NULL","VME","VME"
"7406:383:373:4",5,1,3,"NULL","VME","VME"
"7406:383:374:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:374:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:380:4",5,1,3,"NULL","VME","VME"
"7406:383:381:2",5,1,3,"NULL","VME","VME"
"7406:383:382:2",5,1,3,"NULL","VME","VME"
"7406:383:382:3",5,1,3,"NULL","VME","VME"
"7406:383:383:1",5,1,3,"NULL","VME","VME"
"7406:383:383:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:383:4",5,1,3,"NULL","VME","VME"
"7406:383:384:1",5,1,3,"NULL","VME","VME"
"7406:383:384:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:384:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:391:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:392:1",5,1,3,"NULL","VME","VME"
"7406:383:392:3",5,1,3,"NULL","VME","VME"
"7406:383:393:1",5,1,3,"NULL","VME","VME"
"7406:383:393:4",5,1,3,"NULL","VME","VME"
"7406:383:394:1",2.304540769,0.279508497,0,"0","Low","Low"
"7406:383:394:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:394:3",5,1,3,"NULL","VME","VME"
"7406:383:455:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:456:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:456:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:457:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:459:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:465:1",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:383:465:2",5,1,3,"NULL","VME","VME"
"7406:383:465:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:465:4",5,1,3,"NULL","VME","VME"
"7406:383:466:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:467:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:468:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:468:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:468:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:475:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:475:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:476:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:476:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:477:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:477:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:478:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:479:3",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:485:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:486:1",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:383:486:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:486:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:487:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:487:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:487:4",2.304540769,0.612372436,0,"1","Low","Medium"
"7406:383:488:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:489:3",2.504540769,0.279508497,0,"0","Low","Low"
"7406:383:495:2",2.504540769,0.279508497,0,"0","Low","Low"
"7406:383:495:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:496:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:496:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:497:2",2.48117618,0.773082305,0,"2","Low","High"
"7406:383:497:3",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:383:498:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:498:3",2.304540769,0.612372436,0,"1","Low","Medium"
"7406:383:498:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:383:499:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:383:499:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:383:499:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:100:2",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:384:100:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:101:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:102:1",5,1,3,"NULL","VME","VME"
"7406:384:102:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:103:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:110:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:110:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:111:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:111:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:111:4",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:384:112:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:112:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:113:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:114:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:120:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:120:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:121:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:124:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:124:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:124:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:130:1",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:130:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:130:4",2.48117618,0.612372436,0,"1","Low","Medium"
"7406:384:132:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:132:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:133:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:140:2",2.48117618,0.773082305,0,"2","Low","High"
"7406:384:140:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:141:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:206:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:206:3",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:206:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:207:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:208:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:209:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:215:2",5,1,3,"NULL","VME","VME"
"7406:384:215:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:216:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:216:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:216:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:217:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:225:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:225:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:225:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:350:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:384:350:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:384:380:3",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:384:390:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:384:390:2",2.504540769,0.534000234,0,"1","Low","Medium"
"7406:384:390:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:384:392:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:100:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:102:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:103:1",5,1,3,"NULL","VME","VME"
"7406:390:111:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:112:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:390:112:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:113:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:120:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:123:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:124:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:124:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:131:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:131:3",5,1,3,"NULL","VME","VME"
"7406:390:131:4",5,1,3,"NULL","VME","VME"
"7406:390:132:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:390:141:1",5,1,3,"NULL","VME","VME"
"7406:390:143:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:144:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:206:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7406:390:215:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:219:1",5,1,3,"NULL","VME","VME"
"7406:390:225:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:226:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:226:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:235:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:236:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:236:2",2.48117618,0.279508497,0,"0","Low","Low"
"7406:390:236:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:237:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:237:4",2.48117618,0.279508497,0,"0","Low","Low"
"7406:390:238:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:239:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:245:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:245:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:245:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7406:390:350:4",5,1,3,"NULL","VME","VME"
"7406:390:351:1",5,1,3,"NULL","VME","VME"
"7406:390:351:2",5,1,3,"NULL","VME","VME"
"7406:390:351:3",5,1,3,"NULL","VME","VME"
"7406:390:352:4",5,1,3,"NULL","VME","VME"
"7406:390:353:2",5,1,3,"NULL","VME","VME"
"7406:390:354:3",5,1,3,"NULL","VME","VME"
"7406:390:360:2",5,1,3,"NULL","VME","VME"
"7406:390:360:3",5,1,3,"NULL","VME","VME"
"7406:390:361:1",5,1,3,"NULL","VME","VME"
"7406:390:361:3",5,1,3,"NULL","VME","VME"
"7406:390:362:1",5,1,3,"NULL","VME","VME"
"7406:390:370:1",5,1,3,"NULL","VME","VME"
"7406:390:370:2",5,1,3,"NULL","VME","VME"
"7406:390:370:4",5,1,3,"NULL","VME","VME"
"7406:390:371:1",5,1,3,"NULL","VME","VME"
"7406:390:371:4",5,1,3,"NULL","VME","VME"
"7406:390:372:2",5,1,3,"NULL","VME","VME"
